,date,weather situation,mixtem,maxtem,wind
26,2017年05月27日上海天气预报,晴/晴,21℃,30℃,"东南风 ≤3级
                                        "
27,2017年05月28日上海天气预报,晴/晴,21℃,32℃,"东南风 ≤3级
                                        "
28,2017年05月29日上海天气预报,晴/多云,22℃,32℃,"东南风 ≤3级
                                        "
29,2017年05月30日上海天气预报,多云/阴,24℃,31℃,"东南风 ≤3级
                                        "
30,2017年05月31日上海天气预报,阵雨/阴,24℃,31℃,"西南风 ≤3级
                                        "
0,2017年06月01日上海天气预报,阵雨/阴,23℃,32℃,"东南风 ≤3级
                                        "
1,2017年06月02日上海天气预报,多云/晴,19℃,29℃,"东风 ≤3级
                                        "
2,2017年06月03日上海天气预报,晴/多云,20℃,29℃,"东风 ≤3级
                                        "
3,2017年06月04日上海天气预报,晴/多云,21℃,28℃,"东风 ≤3级
                                        "
4,2017年06月05日上海天气预报,中雨/中雨,20℃,24℃,"东南风 3-4级
                                        "
5,2017年06月06日上海天气预报,阴/多云,21℃,28℃,"南风 ≤3级
                                        "
6,2017年06月07日上海天气预报,多云/多云,21℃,30℃,"西北风 ≤3级
                                        "
7,2017年06月08日上海天气预报,晴/多云,23℃,31℃,"东南风 ≤3级
                                        "
8,2017年06月09日上海天气预报,多云/中雨,23℃,30℃,"南风 ≤3级
                                        "
9,2017年06月10日上海天气预报,暴雨/小雨,22℃,25℃,"东风 3-4级
                                        "
10,2017年06月11日上海天气预报,多云/阵雨,22℃,29℃,"东北风 ≤3级
                                        "
11,2017年06月12日上海天气预报,中雨/阵雨,20℃,24℃,"东南风 ≤3级
                                        "
12,2017年06月13日上海天气预报,阵雨/阴,20℃,23℃,"东风 ≤3级
                                        "
13,2017年06月14日上海天气预报,多云/多云,20℃,27℃,"东北风 ≤3级
                                        "
14,2017年06月15日上海天气预报,多云/多云,20℃,27℃,"东南风 ≤3级
                                        "
15,2017年06月16日上海天气预报,多云/多云,20℃,28℃,"东南风 ≤3级
                                        "
16,2017年06月17日上海天气预报,晴/多云,21℃,29℃,"东风 ≤3级
                                        "
17,2017年06月18日上海天气预报,多云/阴,23℃,29℃,"东南风 3-4级
                                        "
18,2017年06月19日上海天气预报,阴/小雨,23℃,28℃,"东南风 3-4级
                                        "
19,2017年06月20日上海天气预报,阵雨/阴,23℃,26℃,"东风 ≤3级
                                        "
20,2017年06月21日上海天气预报,阵雨/阵雨,24℃,28℃,"东南风 3-4级
                                        "
21,2017年06月22日上海天气预报,阵雨/阴,22℃,25℃,"东风 ≤3级
                                        "
22,2017年06月23日上海天气预报,阵雨/中雨,23℃,28℃,"东风 ≤3级
                                        "
23,2017年06月24日上海天气预报,阵雨/阵雨,23℃,27℃,"东南风 ≤3级
                                        "
24,2017年06月25日上海天气预报,阵雨/小雨,22℃,26℃,"西南风 ≤3级
                                        "
25,2017年06月26日上海天气预报,阴/多云,23℃,29℃,"西北风 ≤3级
                                        "
26,2017年06月27日上海天气预报,雷阵雨/阴,23℃,29℃,"西风 ≤3级
                                        "
27,2017年06月28日上海天气预报,阵雨/大雨,23℃,26℃,"东南风 ≤3级
                                        "
28,2017年06月29日上海天气预报,小雨/小雨,24℃,27℃,"东北风 ≤3级
                                        "
29,2017年06月30日上海天气预报,雷阵雨/阴,26℃,32℃,"南风 ≤3级
                                        "
0,2017年07月01日上海天气预报,小雨/多云,26℃,33℃,"东南风 3-4级
                                        "
1,2017年07月02日上海天气预报,阴/阴,26℃,34℃,"东北风 4-5级
                                        "
2,2017年07月03日上海天气预报,中雨/小雨,27℃,34℃,"东北风 ≤3级
                                        "
3,2017年07月04日上海天气预报,小雨/阴,26℃,33℃,"西南风 ≤3级
                                        "
4,2017年07月05日上海天气预报,阴/多云,27℃,34℃,"西南风 ≤3级
                                        "
5,2017年07月06日上海天气预报,阵雨/阴,27℃,35℃,"南风 ≤3级
                                        "
6,2017年07月07日上海天气预报,雷阵雨/多云,27℃,36℃,"南风 ≤3级
                                        "
7,2017年07月08日上海天气预报,雷阵雨/多云,27℃,35℃,"南风 ≤3级
                                        "
8,2017年07月09日上海天气预报,雷阵雨/阵雨,27℃,34℃,"南风 ≤3级
                                        "
9,2017年07月10日上海天气预报,中雨/多云,27℃,34℃,"西南风 &lt;3级
                                        "
10,2017年07月11日上海天气预报,雷阵雨/多云,28℃,34℃,"南风 ≤3级
                                        "
11,2017年07月12日上海天气预报,多云/多云,29℃,37℃,"西南风 ≤3级
                                        "
12,2017年07月13日上海天气预报,多云/多云,29℃,37℃,"南风 ≤3级
                                        "
13,2017年07月14日上海天气预报,多云/多云,30℃,37℃,"西南风 3-4级
                                        "
14,2017年07月15日上海天气预报,多云/晴,29℃,38℃,"南风 ≤3级
                                        "
15,2017年07月16日上海天气预报,晴/多云,29℃,37℃,"南风 ≤3级
                                        "
16,2017年07月17日上海天气预报,晴/晴,29℃,38℃,"西南风 ≤3级
                                        "
17,2017年07月18日上海天气预报,多云/晴,30℃,38℃,"西南风 ≤3级
                                        "
18,2017年07月19日上海天气预报,多云/多云,30℃,38℃,"西南风 ≤3级
                                        "
19,2017年07月20日上海天气预报,晴/晴,31℃,39℃,"西南风 ≤3级
                                        "
20,2017年07月21日上海天气预报,晴/晴,30℃,39℃,"南风 ≤3级
                                        "
21,2017年07月22日上海天气预报,多云/多云,31℃,40℃,"西南风 ≤3级
                                        "
22,2017年07月23日上海天气预报,晴/多云,31℃,40℃,"南风 ≤3级
                                        "
23,2017年07月24日上海天气预报,晴/晴,31℃,40℃,"南风 ≤3级
                                        "
24,2017年07月25日上海天气预报,晴/多云,30℃,40℃,"西南风 ≤3级
                                        "
25,2017年07月26日上海天气预报,阴/多云,29℃,37℃,"东风 ≤3级
                                        "
26,2017年07月27日上海天气预报,多云/多云,29℃,37℃,"东南风 ≤3级
                                        "
27,2017年07月28日上海天气预报,多云/多云,29℃,37℃,"东南风 ≤3级
                                        "
28,2017年07月29日上海天气预报,小雨/小雨,29℃,35℃,"东南风 3-4级
                                        "
29,2017年07月30日上海天气预报,大雨/小雨,29℃,33℃,"东南风 4-5级
                                        "
30,2017年07月31日上海天气预报,小雨/阴,28℃,34℃,"东南风 3-4级
                                        "
0,2017年08月01日上海天气预报,阴/阴,28℃,35℃,"东南风 3-4级
                                        "
1,2017年08月02日上海天气预报,多云/多云,29℃,35℃,"东南风 3-4级
                                        "
2,2017年08月03日上海天气预报,多云/多云,29℃,37℃,"东南风 4-5级
                                        "
3,2017年08月04日上海天气预报,多云/阴,29℃,37℃,"东南风 ≤3级
                                        "
4,2017年08月05日上海天气预报,小雨/小雨,28℃,35℃,"西北风 3-4级
                                        "
5,2017年08月06日上海天气预报,多云/多云,28℃,35℃,"西北风 ≤3级
                                        "
6,2017年08月07日上海天气预报,雷阵雨/多云,29℃,38℃,"西南风 ≤3级
                                        "
7,2017年08月08日上海天气预报,小雨/小雨,28℃,35℃,"西南风 3-4级
                                        "
8,2017年08月09日上海天气预报,中雨/中雨,27℃,31℃,"西风 ≤3级
                                        "
9,2017年08月10日上海天气预报,阴/多云,28℃,34℃,"西北风 ≤3级
                                        "
10,2017年08月11日上海天气预报,阴/阴,28℃,36℃,"东南风 ≤3级
                                        "
11,2017年08月12日上海天气预报,小雨/阴,28℃,33℃,"东南风 &lt;3级
                                        "
12,2017年08月13日上海天气预报,中雨/小雨,28℃,34℃,"西南风 ≤3级
                                        "
13,2017年08月14日上海天气预报,大雨/中雨,26℃,33℃,"西风 ≤3级
                                        "
14,2017年08月15日上海天气预报,小雨/阴,26℃,32℃,"西风 ≤3级
                                        "
15,2017年08月16日上海天气预报,小雨/小雨,26℃,33℃,"西北风 ≤3级
                                        "
16,2017年08月17日上海天气预报,小雨/阴,27℃,33℃,"西南风 ≤3级
                                        "
17,2017年08月18日上海天气预报,小雨/阴,26℃,34℃,"南风 ≤3级
                                        "
18,2017年08月19日上海天气预报,多云/多云,26℃,36℃,"西南风 ≤3级
                                        "
19,2017年08月20日上海天气预报,中雨/中雨,26℃,32℃,"东南风 ≤3级
                                        "
20,2017年08月21日上海天气预报,阴/阴,27℃,34℃,"东南风 ≤3级
                                        "
21,2017年08月22日上海天气预报,小雨/多云,28℃,34℃,"东南风 3-4级
                                        "
22,2017年08月23日上海天气预报,多云/多云,28℃,35℃,"东南风 3-4级
                                        "
23,2017年08月24日上海天气预报,多云/多云,29℃,36℃,"西南风 ≤3级
                                        "
24,2017年08月25日上海天气预报,雷阵雨/雷阵雨,26℃,35℃,"西北风 ≤3级
                                        "
25,2017年08月26日上海天气预报,小雨/阴,27℃,31℃,"北风 4-5级
                                        "
26,2017年08月27日上海天气预报,小雨/多云,27℃,33℃,"东南风 ≤3级
                                        "
27,2017年08月28日上海天气预报,晴/多云,27℃,36℃,"南风 ≤3级
                                        "
28,2017年08月29日上海天气预报,大雨/大雨,26℃,32℃,"北风 3-4级
                                        "
29,2017年08月30日上海天气预报,阴/阴,25℃,30℃,"东北风 ≤3级
                                        "
30,2017年08月31日上海天气预报,阴/小雨,24℃,27℃,"东北风 ≤3级
                                        "
0,2017年09月01日上海天气预报,阴/阴,24℃,29℃,"东北风 ≤3级
                                        "
1,2017年09月02日上海天气预报,多云/阴,26℃,30℃,"东风 ≤3级
                                        "
2,2017年09月03日上海天气预报,阴/阴,25℃,29℃,"东风 3-4级
                                        "
3,2017年09月04日上海天气预报,阴/阴,26℃,32℃,"东南风 ≤3级
                                        "
4,2017年09月05日上海天气预报,小雨/阴,26℃,34℃,"东南风 ≤3级
                                        "
5,2017年09月06日上海天气预报,小雨/中雨,24℃,32℃,"北风 ≤3级
                                        "
6,2017年09月07日上海天气预报,小雨/阴,23℃,27℃,"北风 ≤3级
                                        "
7,2017年09月08日上海天气预报,多云/多云,24℃,29℃,"东风 ≤3级
                                        "
8,2017年09月09日上海天气预报,小雨/小雨,25℃,27℃,"东风 3-4级
                                        "
9,2017年09月10日上海天气预报,小雨/小雨,25℃,33℃,"东南风 4-5级
                                        "
10,2017年09月11日上海天气预报,小雨/小雨,24℃,29℃,"西北风 ≤3级
                                        "
11,2017年09月12日上海天气预报,阴/阴,23℃,29℃,"北风 ≤3级
                                        "
12,2017年09月13日上海天气预报,多云/多云,23℃,29℃,"东北风 3-4级
                                        "
13,2017年09月14日上海天气预报,多云/小雨,24℃,29℃,"东北风 3-4级
                                        "
14,2017年09月15日上海天气预报,小雨/阴,23℃,27℃,"东北风 4-5级
                                        "
15,2017年09月16日上海天气预报,阴/多云,22℃,27℃,"北风 4-5级
                                        "
16,2017年09月17日上海天气预报,多云/多云,21℃,29℃,"西北风 3-4级
                                        "
17,2017年09月18日上海天气预报,晴/多云,23℃,32℃,"南风 ≤3级
                                        "
18,2017年09月19日上海天气预报,小雨/小雨,23℃,29℃,"东北风 3-4级
                                        "
19,2017年09月20日上海天气预报,中雨/小雨,20℃,22℃,"东风 ≤3级
                                        "
20,2017年09月21日上海天气预报,小雨/小雨,20℃,25℃,"东北风 ≤3级
                                        "
21,2017年09月22日上海天气预报,小雨/小雨,21℃,25℃,"东风 ≤3级
                                        "
22,2017年09月23日上海天气预报,中雨/中雨,21℃,23℃,"东风 ≤3级
                                        "
23,2017年09月24日上海天气预报,中雨/大雨,21℃,23℃,"东风 3-4级
                                        "
24,2017年09月25日上海天气预报,中雨/小雨,23℃,25℃,"东南风 ≤3级
                                        "
25,2017年09月26日上海天气预报,阴/阴,24℃,30℃,"西北风 4-5级
                                        "
26,2017年09月27日上海天气预报,阴/阴,22℃,28℃,"西北风 3-4级
                                        "
27,2017年09月28日上海天气预报,小雨/多云,19℃,24℃,"西北风 ≤3级
                                        "
28,2017年09月29日上海天气预报,多云/小雨,21℃,27℃,"东风 ≤3级
                                        "
29,2017年09月30日上海天气预报,小雨/小雨,21℃,23℃,"东风 3-4级
                                        "
0,2017年10月01日上海天气预报,小雨/小雨,22℃,31℃,"南风 3-4级
                                        "
1,2017年10月02日上海天气预报,小雨/小雨,20℃,26℃,"北风 3-4级
                                        "
2,2017年10月03日上海天气预报,阴/阴,20℃,24℃,"东北风 4-5级
                                        "
3,2017年10月04日上海天气预报,阴/小雨,19℃,23℃,"东北风 3-4级
                                        "
4,2017年10月05日上海天气预报,小雨/小雨,18℃,21℃,"北风 ≤3级
                                        "
5,2017年10月06日上海天气预报,阴/晴,18℃,24℃,"西北风 ≤3级
                                        "
6,2017年10月07日上海天气预报,晴/多云,20℃,26℃,"北风 ≤3级
                                        "
7,2017年10月08日上海天气预报,晴/多云,21℃,28℃,"东南风 ≤3级
                                        "
8,2017年10月09日上海天气预报,多云/多云,23℃,29℃,"东风 ≤3级
                                        "
9,2017年10月10日上海天气预报,多云/阵雨,23℃,29℃,"东南风 ≤3级
                                        "
10,2017年10月11日上海天气预报,小雨/小雨,19℃,23℃,"东北风 3-4级
                                        "
11,2017年10月12日上海天气预报,小雨/阴,17℃,20℃,"东北风 3-4级
                                        "
12,2017年10月13日上海天气预报,阴/阴,18℃,21℃,"东北风 4-5级
                                        "
13,2017年10月14日上海天气预报,小雨/中雨,18℃,21℃,"东北风 4-5级
                                        "
14,2017年10月15日上海天气预报,中雨/中雨,17℃,20℃,"东北风 3-4级
                                        "
15,2017年10月16日上海天气预报,小雨/小雨,17℃,20℃,"东北风 4-5级
                                        "
16,2017年10月17日上海天气预报,阴/阴,18℃,21℃,"东北风 3-4级
                                        "
17,2017年10月18日上海天气预报,阴/阴,18℃,22℃,"北风 ≤3级
                                        "
18,2017年10月19日上海天气预报,小雨/小雨,18℃,21℃,"北风 3-4级
                                        "
19,2017年10月20日上海天气预报,多云/多云,17℃,23℃,"北风 4-5级
                                        "
20,2017年10月21日上海天气预报,多云/多云,17℃,22℃,"北风 4-5级
                                        "
21,2017年10月22日上海天气预报,多云/多云,16℃,22℃,"北风 3-4级
                                        "
22,2017年10月23日上海天气预报,多云/晴,13℃,20℃,"北风 ≤3级
                                        "
23,2017年10月24日上海天气预报,晴/晴,14℃,20℃,"北风 ≤3级
                                        "
24,2017年10月25日上海天气预报,多云/多云,15℃,20℃,"东北风 ≤3级
                                        "
25,2017年10月26日上海天气预报,阴/阴,15℃,21℃,"东北风 ≤3级
                                        "
26,2017年10月27日上海天气预报,晴/晴,16℃,22℃,"北风 ≤3级
                                        "
27,2017年10月28日上海天气预报,晴/晴,16℃,22℃,"北风 3-4级
                                        "
28,2017年10月29日上海天气预报,阴/阴,12℃,20℃,"北风 4-5级
                                        "
29,2017年10月30日上海天气预报,多云/多云,12℃,15℃,"北风 ≤3级
                                        "
30,2017年10月31日上海天气预报,多云/多云,13℃,18℃,"东北风 ≤3级
                                        "
0,2017年11月01日上海天气预报,多云/多云,14℃,22℃,"东南风 ≤3级
                                        "
1,2017年11月02日上海天气预报,晴/多云,14℃,23℃,"西南风 ≤3级
                                        "
2,2017年11月03日上海天气预报,多云/多云,11℃,22℃,"北风 3-4级
                                        "
3,2017年11月04日上海天气预报,多云/多云,11℃,16℃,"东北风 ≤3级
                                        "
4,2017年11月05日上海天气预报,阴/多云,13℃,16℃,"东北风 ≤3级
                                        "
5,2017年11月06日上海天气预报,多云/阴,16℃,22℃,"东南风 ≤3级
                                        "
6,2017年11月07日上海天气预报,阴/多云,15℃,23℃,"西北风 ≤3级
                                        "
7,2017年11月08日上海天气预报,阴/阴,14℃,22℃,"北风 3-4级
                                        "
8,2017年11月09日上海天气预报,晴/多云,15℃,21℃,"东风 ≤3级
                                        "
9,2017年11月10日上海天气预报,阴/阴,13℃,21℃,"北风 ≤3级
                                        "
10,2017年11月11日上海天气预报,多云/多云,11℃,16℃,"北风 3-4级
                                        "
11,2017年11月12日上海天气预报,多云/多云,14℃,18℃,"东风 ≤3级
                                        "
12,2017年11月13日上海天气预报,阴/小雨,15℃,19℃,"东南风 &lt;3级
                                        "
13,2017年11月14日上海天气预报,小雨/小雨,13℃,18℃,"北风 &lt;3级
                                        "
14,2017年11月15日上海天气预报,阴/阴,13℃,18℃,"东北风 &lt;3级
                                        "
15,2017年11月16日上海天气预报,小雨/小雨,14℃,17℃,"东南风 &lt;3级
                                        "
16,2017年11月17日上海天气预报,小雨/小雨,9℃,20℃,"北风 3～4级
                                        "
17,2017年11月18日上海天气预报,阴/多云,6℃,11℃,"北风 4～5级
                                        "
18,2017年11月19日上海天气预报,多云/小雨,7℃,12℃,"北风 &lt;3级
                                        "
19,2017年11月20日上海天气预报,阴/多云,8℃,13℃,"北风 3～4级
                                        "
20,2017年11月21日上海天气预报,小雨/小雨,10℃,14℃,"北风 &lt;3级
                                        "
21,2017年11月22日上海天气预报,阴/多云,7℃,15℃,"西北风 3～4级
                                        "
22,2017年11月23日上海天气预报,晴/多云,5℃,12℃,"西北风 &lt;3级
                                        "
23,2017年11月24日上海天气预报,晴/多云,7℃,14℃,"西风 &lt;3级
                                        "
24,2017年11月25日上海天气预报,多云/多云,9℃,15℃,"南风 &lt;3级
                                        "
25,2017年11月26日上海天气预报,晴/晴,9℃,17℃,"北风 &lt;3级
                                        "
26,2017年11月27日上海天气预报,晴/晴,11℃,16℃,"东风 &lt;3级
                                        "
27,2017年11月28日上海天气预报,小雨/小雨,13℃,19℃,"西南风 3～4级
                                        "
28,2017年11月29日上海天气预报,小雨/小雨,9℃,14℃,"东北风 3～4级
                                        "
29,2017年11月30日上海天气预报,多云/晴,8℃,11℃,"北风 &lt;3级
                                        "
0,2017年12月01日上海天气预报,多云/阴,8℃,12℃,"北风 &lt;3级
                                        "
1,2017年12月02日上海天气预报,多云/多云,9℃,14℃,"东北风 &lt;3级
                                        "
2,2017年12月03日上海天气预报,多云/阴,9℃,15℃,"东北风 &lt;3级
                                        "
3,2017年12月04日上海天气预报,多云/多云,5℃,11℃,"西北风 3～4级
                                        "
4,2017年12月05日上海天气预报,晴/晴,2℃,8℃,"西北风 3～4级
                                        "
5,2017年12月06日上海天气预报,晴/晴,4℃,11℃,"南风 &lt;3级
                                        "
6,2017年12月07日上海天气预报,多云/多云,5℃,13℃,"北风 &lt;3级
                                        "
7,2017年12月08日上海天气预报,晴/多云,3℃,8℃,"北风 3～4级
                                        "
8,2017年12月09日上海天气预报,阴/阴,4℃,10℃,"南风 &lt;3级
                                        "
9,2017年12月10日上海天气预报,多云/晴,4℃,11℃,"西北风 3～4级
                                        "
10,2017年12月11日上海天气预报,晴/晴,5℃,10℃,"北风 &lt;3级
                                        "
11,2017年12月12日上海天气预报,晴/多云,6℃,10℃,"东北风 3～4级
                                        "
12,2017年12月13日上海天气预报,多云/阴,8℃,11℃,"东北风 4～5级
                                        "
13,2017年12月14日上海天气预报,小雨/阴,8℃,9℃,"东北风 &lt;3级
                                        "
14,2017年12月15日上海天气预报,小雨/阴,7℃,10℃,"东北风 &lt;3级
                                        "
15,2017年12月16日上海天气预报,多云/晴,0℃,7℃,"北风 4～5级
                                        "
16,2017年12月17日上海天气预报,晴/晴,0℃,5℃,"北风 &lt;3级
                                        "
17,2017年12月18日上海天气预报,晴/晴,2℃,8℃,"西北风 &lt;3级
                                        "
18,2017年12月19日上海天气预报,晴/晴,3℃,10℃,"北风 4～5级
                                        "
19,2017年12月20日上海天气预报,晴/晴,3℃,10℃,"西风 &lt;3级
                                        "
20,2017年12月21日上海天气预报,阴/阴,5℃,10℃,"西风 &lt;3级
                                        "
21,2017年12月22日上海天气预报,晴/晴,6℃,14℃,"东南风 &lt;3级
                                        "
22,2017年12月23日上海天气预报,多云/阴,9℃,16℃,"东南风 &lt;3级
                                        "
23,2017年12月24日上海天气预报,多云/晴,3℃,12℃,"西北风 4～5级
                                        "
24,2017年12月25日上海天气预报,晴/晴,3℃,9℃,"西北风 3～4级
                                        "
25,2017年12月26日上海天气预报,晴/晴,5℃,11℃,"东北风 &lt;3级
                                        "
26,2017年12月27日上海天气预报,多云/阴,6℃,12℃,"东风 &lt;3级
                                        "
27,2017年12月28日上海天气预报,小雨/小雨,10℃,11℃,"东南风 &lt;3级
                                        "
28,2017年12月29日上海天气预报,阴/小雨,9℃,13℃,"东风 3～4级
                                        "
29,2017年12月30日上海天气预报,小雨/多云,4℃,12℃,"西北风 4～5级
                                        "
30,2017年12月31日上海天气预报,多云/晴,3℃,10℃,"西北风 3～4级
                                        "
0,2018年01月01日上海天气预报,晴/晴,6℃,11℃,"东北风 &lt;3级
                                        "
1,2018年01月01日上海天气预报,晴/晴,6℃,11℃,"东北风 &lt;3级
                                        "
2,2018年01月02日上海天气预报,阴/小雨,9℃,13℃,"东南风 &lt;3级
                                        "
3,2018年01月03日上海天气预报,小雨/中雨,5℃,9℃,"东北风 3～4级
                                        "
4,2018年01月04日上海天气预报,中雨/小雨,4℃,6℃,"东北风 3～4级
                                        "
5,2018年01月05日上海天气预报,阴/多云,3℃,7℃,"北风 &lt;3级
                                        "
6,2018年01月06日上海天气预报,多云/小雨,4℃,9℃,"东北风 &lt;3级
                                        "
7,2018年01月07日上海天气预报,小雨/小雨,4℃,11℃,"西北风 3～4级
                                        "
8,2018年01月08日上海天气预报,阴/多云,-1℃,4℃,"西北风 4～5级
                                        "
9,2018年01月09日上海天气预报,晴/晴,0℃,5℃,"西北风 4～5级
                                        "
10,2018年01月10日上海天气预报,晴/晴,-1℃,6℃,"西北风 3～4级
                                        "
11,2018年01月11日上海天气预报,晴/晴,-2℃,5℃,"西北风 3～4级
                                        "
12,2018年01月12日上海天气预报,晴/晴,-2℃,3℃,"西北风 4～5级
                                        "
13,2018年01月13日上海天气预报,晴/多云,-1℃,7℃,"北风 &lt;3级
                                        "
14,2018年01月14日上海天气预报,多云/多云,5℃,12℃,"南风 &lt;3级
                                        "
15,2018年01月15日上海天气预报,多云/小雨,6℃,15℃,"东风 &lt;3级
                                        "
16,2018年01月16日上海天气预报,小雨/小雨,8℃,14℃,"西北风 &lt;3级
                                        "
17,2018年01月17日上海天气预报,多云/多云,6℃,14℃,"西北风 &lt;3级
                                        "
18,2018年01月18日上海天气预报,多云/小雨,7℃,10℃,"东北风 &lt;3级
                                        "
19,2018年01月19日上海天气预报,小雨/阴,7℃,10℃,"东北风 &lt;3级
                                        "
20,2018年01月20日上海天气预报,阴/小雨,6℃,9℃,"北风 &lt;3级
                                        "
21,2018年01月21日上海天气预报,小雨/中雨,7℃,9℃,"东风 &lt;3级
                                        "
22,2018年01月22日上海天气预报,多云/多云,4℃,12℃,"西北风 &lt;3级
                                        "
23,2018年01月23日上海天气预报,多云/阴,2℃,8℃,"东北风 3～4级
                                        "
24,2018年01月24日上海天气预报,阴/雨夹雪,1℃,4℃,"东北风 3～4级
                                        "
25,2018年01月25日上海天气预报,小雪/大雪,0℃,3℃,"东北风 4～5级
                                        "
26,2018年01月26日上海天气预报,阴/雨夹雪,0℃,2℃,"东北风 4～5级
                                        "
27,2018年01月27日上海天气预报,小雨/小雨,1℃,3℃,"东北风 &lt;3级
                                        "
28,2018年01月28日上海天气预报,小雨/阴,0℃,4℃,"北风 4～5级
                                        "
29,2018年01月29日上海天气预报,晴/多云,-2℃,3℃,"西北风 &lt;3级
                                        "
30,2018年01月30日上海天气预报,晴/多云,-1℃,5℃,"北风 &lt;3级
                                        "
31,2018年01月31日上海天气预报,多云/晴,-1℃,4℃,"北风 &lt;3级
                                        "
0,2018年02月01日上海天气预报,晴/多云,1℃,6℃,"西北风 &lt;3级
                                        "
1,2018年02月02日上海天气预报,多云/多云,-2℃,7℃,"北风 &lt;3级
                                        "
2,2018年02月03日上海天气预报,阴/多云,-3℃,2℃,"北风 4～5级
                                        "
3,2018年02月04日上海天气预报,多云/多云,-3℃,4℃,"北风 3～4级
                                        "
4,2018年02月05日上海天气预报,多云/多云,-2℃,5℃,"北风 &lt;3级
                                        "
5,2018年02月06日上海天气预报,晴/晴,-2℃,4℃,"北风 3～4级
                                        "
6,2018年02月07日上海天气预报,晴/晴,-1℃,7℃,"南风 3～4级
                                        "
7,2018年02月08日上海天气预报,晴/多云,1℃,6℃,"西北风 &lt;3级
                                        "
8,2018年02月09日上海天气预报,多云/小雨,4℃,10℃,"南风 &lt;3级
                                        "
9,2018年02月10日上海天气预报,阴/多云,0℃,8℃,"北风 &lt;3级
                                        "
10,2018年02月11日上海天气预报,晴/多云,-1℃,9℃,"西北风 4～5级
                                        "
11,2018年02月12日上海天气预报,晴/多云,0℃,7℃,"西北风 4～5级
                                        "
12,2018年02月13日上海天气预报,晴/晴,3℃,12℃,"南风 &lt;3级
                                        "
13,2018年02月14日上海天气预报,多云/阴,7℃,17℃,"西南风 &lt;3级
                                        "
14,2018年02月15日上海天气预报,小雨/小雨,5℃,9℃,"东北风 4～5级
                                        "
15,2018年02月16日上海天气预报,多云/晴,3℃,11℃,"东北风 &lt;3级
                                        "
16,2018年02月17日上海天气预报,晴/多云,6℃,11℃,"东风 &lt;3级
                                        "
17,2018年02月18日上海天气预报,小雨/中雨,7℃,11℃,"东风 3～4级
                                        "
18,2018年02月19日上海天气预报,小雨/小雨,6℃,9℃,"东北风 &lt;3级
                                        "
19,2018年02月20日上海天气预报,中雨/小雨,6℃,9℃,"东北风 &lt;3级
                                        "
20,2018年02月21日上海天气预报,阴/阴,5℃,9℃,"东北风 3～4级
                                        "
21,2018年02月22日上海天气预报,晴/晴,4℃,15℃,"西南风 &lt;3级
                                        "
22,2018年02月23日上海天气预报,晴/多云,6℃,15℃,"南风 3～4级
                                        "
23,2018年02月24日上海天气预报,小雨/小雨,8℃,13℃,"东风 3～4级
                                        "
24,2018年02月25日上海天气预报,多云/多云,4℃,11℃,"东北风 4～5级
                                        "
25,2018年02月26日上海天气预报,晴/晴,6℃,13℃,"东南风 &lt;3级
                                        "
26,2018年02月27日上海天气预报,多云/中雨,12℃,16℃,"东南风 4～5级
                                        "
27,2018年02月28日上海天气预报,小雨/多云,8℃,15℃,"西北风 4～5级
                                        "
0,2018年03月01日上海天气预报,多云/小雨,7℃,14℃,"北风 4～5级
                                        "
1,2018年03月02日上海天气预报,小雨/小雨,7℃,12℃,"东南风 4～5级
                                        "
2,2018年03月03日上海天气预报,阴/多云,11℃,18℃,"东南风 &lt;3级
                                        "
3,2018年03月04日上海天气预报,小雨/小雨,7℃,24℃,"东南风 3～4级
                                        "
4,2018年03月05日上海天气预报,小雨/多云,7℃,10℃,"北风 5～6级
                                        "
5,2018年03月06日上海天气预报,多云/小雨,7℃,11℃,"东北风 3～4级
                                        "
6,2018年03月07日上海天气预报,小雨/小雨,7℃,10℃,"东北风 3～4级
                                        "
7,2018年03月08日上海天气预报,阴/多云,3℃,11℃,"西北风 3～4级
                                        "
8,2018年03月09日上海天气预报,晴/晴,4℃,11℃,"北风 &lt;3级
                                        "
9,2018年03月10日上海天气预报,晴/晴,6℃,14℃,"东南风 &lt;3级
                                        "
10,2018年03月11日上海天气预报,多云/多云,8℃,17℃,"东南风 3～4级
                                        "
11,2018年03月12日上海天气预报,多云/多云,13℃,20℃,"东南风 3～4级
                                        "
12,2018年03月13日上海天气预报,晴/多云,14℃,24℃,"东南风 &lt;3级
                                        "
13,2018年03月14日上海天气预报,阴/小雨,16℃,23℃,"东南风 4～5级
                                        "
14,2018年03月15日上海天气预报,小雨/小雨,9℃,20℃,"西南风 &lt;3级
                                        "
15,2018年03月16日上海天气预报,多云/多云,9℃,11℃,"东北风 4～5级
                                        "
16,2018年03月17日上海天气预报,阴/多云,10℃,13℃,"东南风 &lt;3级
                                        "
17,2018年03月18日上海天气预报,小雨/中雨,10℃,15℃,"南风 &lt;3级
                                        "
18,2018年03月19日上海天气预报,小雨/小雨,7℃,11℃,"北风 4～5级
                                        "
19,2018年03月20日上海天气预报,小雨/小雨,6℃,10℃,"西北风 &lt;3级
                                        "
20,2018年03月21日上海天气预报,小雨/多云,5℃,9℃,"西北风 4～5级
                                        "
21,2018年03月22日上海天气预报,多云/多云,8℃,15℃,"西南风 &lt;3级
                                        "
