,date,weather situation,mixtem,maxtem,wind
3,2018年06月04日深圳天气预报,小雨/小雨,26℃,32℃,"无持续风向 1-2级
                                        "
4,2018年06月05日深圳天气预报,中雨/中雨,25℃,30℃,"无持续风向 1-2级
                                        "
5,2018年06月06日深圳天气预报,大雨/中雨,25℃,28℃,"无持续风向 1-2级
                                        "
6,2018年06月07日深圳天气预报,暴雨/大雨,25℃,27℃,"无持续风向 1-2级
                                        "
7,2018年06月08日深圳天气预报,大雨/大雨,25℃,28℃,"无持续风向 1-2级
                                        "
8,2018年06月09日深圳天气预报,小雨/小雨,26℃,31℃,"无持续风向 1-2级
                                        "
9,2018年06月10日深圳天气预报,多云/多云,27℃,32℃,"无持续风向 1-2级
                                        "
10,2018年06月11日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 1-2级
                                        "
11,2018年06月12日深圳天气预报,大雨/中雨,27℃,31℃,"无持续风向 &lt;3级
                                        "
12,2018年06月13日深圳天气预报,小雨/多云,26℃,29℃,"无持续风向 &lt;3级
                                        "
13,2018年06月14日深圳天气预报,雷阵雨/雷阵雨,25℃,30℃,"无持续风向 &lt;3级
                                        "
14,2018年06月15日深圳天气预报,雷阵雨/雷阵雨,25℃,31℃,"无持续风向 &lt;3级
                                        "
15,2018年06月16日深圳天气预报,多云/多云,25℃,30℃,"无持续风向 1-2级
                                        "
16,2018年06月17日深圳天气预报,多云/多云,26℃,32℃,"无持续风向 &lt;3级
                                        "
17,2018年06月18日深圳天气预报,雷阵雨/雷阵雨,27℃,32℃,"无持续风向 &lt;3级
                                        "
18,2018年06月19日深圳天气预报,多云/多云,28℃,33℃,"无持续风向 1-2级
                                        "
19,2018年06月20日深圳天气预报,阵雨/雷阵雨,28℃,33℃,"微风 &lt;3级
                                        "
20,2018年06月21日深圳天气预报,多云/阵雨,28℃,32℃,"无持续风向 &lt;3级
                                        "
21,2018年06月22日深圳天气预报,多云/多云,28℃,32℃,"无持续风向 &lt;3级
                                        "
22,2018年06月23日深圳天气预报,中雨/阵雨,25℃,31℃,"无持续风向 &lt;3级
                                        "
23,2018年06月24日深圳天气预报,多云/多云,27℃,32℃,"无持续风向 1-2级
                                        "
24,2018年06月25日深圳天气预报,阵雨/阵雨,26℃,32℃,"无持续风向 1-2级
                                        "
25,2018年06月26日深圳天气预报,阵雨/多云,27℃,32℃,"无持续风向 1-2级
                                        "
26,2018年06月27日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 1-2级
                                        "
27,2018年06月28日深圳天气预报,多云/多云,28℃,34℃,"无持续风向 &lt;3级
                                        "
28,2018年06月29日深圳天气预报,多云/多云,28℃,33℃,"无持续风向 &lt;3级
                                        "
29,2018年06月30日深圳天气预报,多云/多云,28℃,33℃,"无持续风向 &lt;3级
                                        "
0,2018年07月01日深圳天气预报,多云/多云,28℃,32℃,"无持续风向 1-2级
                                        "
1,2018年07月02日深圳天气预报,阵雨/阵雨,27℃,32℃,"无持续风向 &lt;3级
                                        "
2,2018年07月03日深圳天气预报,雷阵雨/雷阵雨,27℃,32℃,"无持续风向 1-2级
                                        "
3,2018年07月04日深圳天气预报,多云/多云,27℃,32℃,"无持续风向 &lt;3级
                                        "
4,2018年07月05日深圳天气预报,阵雨/多云,27℃,32℃,"无持续风向 1-2级
                                        "
5,2018年07月06日深圳天气预报,多云/多云,28℃,32℃,"无持续风向 &lt;3级
                                        "
6,2018年07月07日深圳天气预报,多云/多云,28℃,32℃,"无持续风向 1-2级
                                        "
7,2018年07月08日深圳天气预报,多云/多云,27℃,32℃,"无持续风向 1-2级
                                        "
8,2018年07月09日深圳天气预报,阵雨/多云,27℃,32℃,"无持续风向 &lt;3级
                                        "
9,2018年07月10日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 &lt;3级
                                        "
10,2018年07月11日深圳天气预报,多云/多云,27℃,34℃,"无持续风向 &lt;3级
                                        "
11,2018年07月12日深圳天气预报,多云/多云,27℃,32℃,"无持续风向 &lt;3级
                                        "
12,2018年07月13日深圳天气预报,中雨/大雨,25℃,29℃,"无持续风向 1-2级
                                        "
13,2018年07月14日深圳天气预报,中雨/中雨,25℃,28℃,"无持续风向 1-2级
                                        "
14,2018年07月15日深圳天气预报,中雨/中雨,25℃,29℃,"无持续风向 &lt;3级
                                        "
15,2018年07月16日深圳天气预报,多云/多云,26℃,31℃,"无持续风向 &lt;3级
                                        "
16,2018年07月17日深圳天气预报,阵雨/阵雨,26℃,33℃,"东风 3-4级
                                        "
17,2018年07月18日深圳天气预报,多云/多云,26℃,31℃,"无持续风向 &lt;3级
                                        "
18,2018年07月19日深圳天气预报,阵雨/多云,27℃,32℃,"无持续风向 1-2级
                                        "
19,2018年07月20日深圳天气预报,多云/多云,27℃,32℃,"无持续风向 &lt;3级
                                        "
20,2018年07月21日深圳天气预报,多云/多云,27℃,34℃,"无持续风向 1-2级
                                        "
21,2018年07月22日深圳天气预报,多云/雷阵雨,26℃,33℃,"无持续风向 1-2级
                                        "
22,2018年07月23日深圳天气预报,中雨/中雨,26℃,31℃,"无持续风向 &lt;3级
                                        "
23,2018年07月24日深圳天气预报,阵雨/多云,26℃,31℃,"无持续风向 1-2级
                                        "
24,2018年07月25日深圳天气预报,多云/多云,27℃,32℃,"无持续风向 1-2级
                                        "
25,2018年07月26日深圳天气预报,阵雨/阵雨,27℃,32℃,"无持续风向 &lt;3级
                                        "
26,2018年07月27日深圳天气预报,阵雨/雷阵雨,27℃,32℃,"无持续风向 1-2级
                                        "
27,2018年07月28日深圳天气预报,多云/多云,27℃,32℃,"无持续风向 1-2级
                                        "
28,2018年07月29日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 &lt;3级
                                        "
29,2018年07月30日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 1-2级
                                        "
30,2018年07月31日深圳天气预报,雷阵雨/多云,27℃,33℃,"无持续风向 &lt;3级
                                        "
0,2018年08月01日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 &lt;3级
                                        "
1,2018年08月02日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 1-2级
                                        "
2,2018年08月03日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 &lt;3级
                                        "
3,2018年08月04日深圳天气预报,阵雨/阵雨,27℃,32℃,"无持续风向 1-2级
                                        "
4,2018年08月05日深圳天气预报,多云/多云,28℃,33℃,"无持续风向 1-2级
                                        "
5,2018年08月06日深圳天气预报,多云/多云,27℃,34℃,"无持续风向 &lt;3级
                                        "
6,2018年08月07日深圳天气预报,多云/多云,27℃,33℃,"无持续风向 1-2级
                                        "
7,2018年08月08日深圳天气预报,阵雨/多云,27℃,34℃,"无持续风向 1-2级
                                        "
8,2018年08月09日深圳天气预报,雷阵雨/雷阵雨,27℃,33℃,"东风 3～4级
                                        "
